STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEDICAL_PROCEDURE,Medical procedure,OCCUPATION,Occupation,DIAGNOSTIC_TYPE,Diagnostic category,PROVIDER,Provider,FUNCTION,Healthcare function,MODE_PROVISION,Mode of provision,CARE_TYPE,Care type,HEALTH_FACILITY,Medical technology,AGE,Age,SEX,Sex,DATA_SRCE,Data source,WAITING_TIME,Waiting time,DISEASE,Disease,CANCER_SITE,Cancer site,CONSULTATION_TYPE,Consultation type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,FIN,Finland,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,7.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,FIN,Finland,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,8.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,FIN,Finland,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,13,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,FIN,Finland,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,FIN,Finland,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,10.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,43,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,42.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,36,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,33.9,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,32.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,38.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,37,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,38.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,38.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,40.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,43.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,79.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,82.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,79.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,78.6,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,77.4,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,9.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,PRT,Portugal,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,15.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,79.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,77,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,79.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,76,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,34,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,26.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,32.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,59,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,55,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,39,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,37,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,41,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,51,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,46,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,CHL,Chile,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,48,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ISR,Israel,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,20,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ISR,Israel,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM683_687_689,Hysterectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,17,,B,Time series break,,,,,,,,
