STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,OWNERSHIP_TYPE,Hospital type,HEALTH_FUNCTION,Healthcare function,CARE_TYPE,Care type,MEDICAL_TECH,Medical technology,HEALTH_CARE_PROVIDER,Healthcare provider,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GBR,United Kingdom,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,29.07,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GBR,United Kingdom,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,28.75,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GBR,United Kingdom,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,29.61,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GBR,United Kingdom,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,28.64,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GBR,United Kingdom,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,29.78,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,GBR,United Kingdom,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,29.73,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUS,Australia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,4.49,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,AUS,Australia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,4.71,,,,E,Estimated value,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,3.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,3.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,3.52,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,3.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,3.32,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,3.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,3.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,3.35,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,BEL,Belgium,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,3.33,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,24.28,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,24.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,24.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,24.09,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,24.18,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,24.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,25.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,CZE,Czechia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,24.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,38.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,37.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,37.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,36.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,36.42,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,36.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,35.81,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,DEU,Germany,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,35.59,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,10.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,10.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,10,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,9.95,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,9.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,10.68,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,10.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ITA,Italy,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,FPP,"For profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,10.76,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,14.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,14.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,13.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,14.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,13.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,13.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,13.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,LVA,Latvia,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,G,General,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,13.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,POL,Poland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,0.68,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,POL,Poland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,0.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,POL,Poland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,0.65,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,POL,Poland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,0.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,POL,Poland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,POL,Poland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,NPP,"Not-for-profit, private",_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,0.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,19.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,19.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,18.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,18.84,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,18.62,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,18.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,18.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,TUR,Türkiye,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,18.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,29.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,30.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,26.8,,,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,27.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,28.28,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,28.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,29.18,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,ROU,Romania,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,29.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,FIN,Finland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,34.85,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,FIN,Finland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,34.94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC(1.0),Healthcare provider resources,I,FIN,Finland,H,Hospitals,10P6HB,Per 1 000 000 inhabitants,_Z,Not applicable​​,P,Public,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,30.5,,,,,,,,,,,,,
